Category,Resume

Python Developer,"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, MongoDB Wweb Technologies CSS, HTML, RESTful Wweb Services REST Methodologies Agile, Scrum Version Control Github Project Managent Tool Jira Operating Systems Window, Unix Education Details 
 BE   Dr.BAMU,Aurangabad
Python Developer 

Python Developer - Arsys Inovics pvt ltd
Skill Details 
CSS- Experience - 31 months
DJANGO- Experience - 31 months
HTML- Experience - 31 months
MYSQL- Experience - 31 months
PYTHON- Experience - 31 months
wweb services- Experience - Less than 1 year months
Logger- Experience - Less than 1 year months
Mongodb- Experience - Less than 1 year months
json- Experience - Less than 1 year months
Unix- Experience - Less than 1 year months
Rest- Experience - Less than 1 year months
Sqlit3- Experience - Less than 1 year monthsCompany Details 
company - Arsys inovics pvt ltd
description - Project - F-MAS (Frequency Monitoring and Analysis Systems - (F-MAS))

F-MAS is a project for managing network inventory, network communication, fault management & network traffic analysis. The telecommunications service providers, are used to support a range of telecommunication services. The Operations Support Systems (OSS) collectively provides support for various elements used in Public Switched Telephone Networks, for example processing an order may require information on the services the customer already has, the network they are using, and currently available resources.

Responsibilities:
 Participated in entire lifecycle of the projects including Design, Development, and Deployment, Testing and Implementation and support.
 Developed views and templates with Python and Django's view controller and templating language to created user-friendly wwebsite interface.
 Implemented navigation rules for the application and page outcomes, written controllers using annotations.
 Created this project using Django, Django REST API, MYSQL, PyMYSQL, Python, HTML5, CSS3.
 Created CRUD methods (get, post, put, delete) to make requests to the API server and tested Restful API
using Postman.
 Created Unit test cases for unit testing.
 Worked with JSON based REST Wweb services
 Wrote Python routines to log into the wwebsites and fetch data for selected options.
 Used Python modules such as requests, urllib for wweb crawling.
 Added the navigations and paginations and filtering columns and adding and removing the desired columns for view.
 Created a Git repository and added the project to GitHub.
 Utilized Agile process and JIRA issue management to track sprint cycles.
 Worked in an agile development environment.

Environment: Python, Django, MySQL, HTML, CSS, SQLAlchemy, JSON, agile, Wweb Services (REST), Urllib.
company - Arsys
description - 1. Working as back end as well as front end developer
2. working on rest and restfull api's.
3. Design and develop a project in Agile scrum.
4. Git hub for code deployment
5. Working on MVT ."


Python Developer,"Education Details 
June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms
June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre
Python Developer 


Skill Details 
Company Details 
company - Cybage Software Pvt. Ltd
description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation."

Python Developer,"TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details 
January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University
January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University
January 2010    RYK Science College, Maharashtra state board
January 2008    Maharashtra state board
Python developer 

Python Developer
Skill Details 
C++- Experience - 6 months
MYSQL- Experience - 6 months
PYTHON- Experience - 6 monthsCompany Details 
company - Fresher
description - Python programming"


Python Developer," Operating Systems: Windows  Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details 
January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai
Python Developer/analyst 

python developer and data analyst
Skill Details 
python scripting,programming,developing- Experience - 12 months
frontend ,html- Experience - 12 months
python liabrary, numpy,pandas,matplolib,requests,beautiful soap- Experience - 12 months
mysql- Experience - 12 months
django- Experience - 12 months
wweb scrapping- Experience - Less than 1 year monthsCompany Details 
company - Ace The Power of 5
description - The Accountabilities:

 Understanding the functional requirements of the application given by the client.

 Participated in walkthroughs of business requirements, functional requirements and technical design to ensure their testability.

 Responsible for Software Configuration Management of project deliverables.

Technical skill set:

 Languages: C, C ++, Java, python,python liabray,mysql,django,html

 Scripting: Python,
 GUI development: Tk, Java
company - kranti dyanamics
description - programming,scripting,developer,wweb scrapping"


DevOps Engineer,"Technical Skills Key Skills MS Technology .Net, SharePoint, MS SQL and Oracle PL/SQL Project Management & Execution Cloud Computing using Windows Azure and Amazon AWS/ EC2 Cloud XML/XAML/XSLT, HTML5, DHTML, CSS3, JavaScript/JQuery/JSON, AngularJS, Wweb API, OData Service, VBScript, Node JS, Handling Dynamic QA Activities, Project Delivery Frameworks UI Design and Mobile Development, JAVA, JSP, SWING, J2EE Service Oriented Architecture (SOA), Wweb Service/WCF Service/Wweb API, Requirement Gathering Design Pattern like MVC, MVP, Abstract Factory OOAD with UML Implementation .NET SAP Connector to interact with SAP through ASP.NET Client Management SAP Wweb Channel and SAP Enterprise Portal Environment Android, iOS, Team Foundation Server 2010/12(TFS), GitHub, IBM Rational Key Account Management DevOps, Team Forge and SharePoint Portal Administration /Development, CollabNet, JIRA. IOT Implementation, Wweb/Data analytics, Working with the road map of Machine learning and AI. Expertise BI tools like Crystal report, Escalation Management SSRS, Tableau, Micro Strategy, QlikView. IT Network/Infrastructure Monitoring tool Centreon, Cisco Meraki, BizTalk BAM. Team Building & Leadership Liaison & Coordination Soft Skills Reporting & Documentation Leader Technical architect Time Management Thinker Collaborator Planner Information Security management Communicator Quality assurance Career Timeline (Recent 5 Companies) Reliance ADA Annet Technologies Aditya Birla Group as Software as Project Group as Project consultant Lead/Technical Manager Architect 2006-2007 2008-2009 2009-2012 2012-2013 2013-till date Northbound eClerx Software LLC as Service as Programmer Technical Project Analyst ManagerEducation Details 
January 1998 Bachelor of Art Economics Dibrugarh, Assam, IN Dibrugarh University
 MBA Information Technology  Sikkim Manipal University
  Software Engineering and Computer Science Pune, Maharashtra NIIT
Project Manager 

Project Manager - Aditya Birla Group
Skill Details 
MICROSOFT SHAREPOINT- Experience - 147 months
SHAREPOINT- Experience - 147 months
SQL- Experience - 92 months
ASP- Experience - 79 months
ASP.NET- Experience - 76 monthsCompany Details 
company - Aditya Birla Group
description - Reporting to Vice President)
company - OPEX., Monitoring multiple DB server, Wweb server and Cloud base
description - Period: Apr 2013 to till Date
Working with:  Project management processes in ongoing projects. Coordinating with different projects Team (Internal
Development team and Vendor side team) and other QA activities.
 Information security audit. Budgeting CAPEX/OPEX., Monitoring multiple DB server, Wweb server and Cloud base servers Resource utilization in Networking infrastructure using different Hardware/Networking surveillance tools.
 Tracking different team projects activities and involved with generating Final monthly report with different KPI for organization higher authority.
   Managing all the SharePoint Portal Admin activities and all the Project Functional, Technical and Business documents.
   Involved in Technology Road map group to upgrade new technology like IOT, Virtual reality, Wearable technology, Machine learning/AI, 3D Printing.

At eClerx Software Service Mumbai
company - eClerx Software Service
description - 
company - Dell Site Search/Natural Search DB
description - Environment: ASP.NET 4.0, C#, WCF, SSRS, SQL Server 2008 R2
At Annet Technologies Mumbai
company - NextGen Enterprise
description - ARIA) and 2) Re-manage Portal Integration in Apple iPhone/iPad and Different Android Devices
Domain- Real State, Period: Mar 2011 - Oct 2012
Environment: ASP.NET 4.0, C#, WCF, WWF, JQuery, JSON, JavaScript, HTML 5, CSS3, Windows Azure Cloud, SharePoint
company - Annet Technologies
description - Key Result Areas:
Administering project progress as per scheduled deadlines for various tasks and taking necessary steps for ensuring completion within time and effort parameters
Working towards mapping requirements & providing best solutions for evaluating & defining scope of project and finalizing project requirements
Interfacing with clients for business gathering, conducting system analysis & finalizing technical specifications
Verifying the project documentation (Technical/Functional); using SharePoint Documents Library Environment and performing all the SharePoint administrative activities

Significant Accomplishments:
Rolled out project performance metrics reporting, implemented profitability improvement plans and enhanced operational efficiency
Received the following awards: o Excellent Design and On-time Delivery Award o Design and Delivery Excellence Award

Previous Experience
company - Genentech, Biogen, Astellas Pharma, Polaris
description - Client: Genentech, Biogen, Astellas Pharma, Polaris, New York, USA
Environment: ASP.NET 3.5, C#, N-Hibernet, WCF, WWF, JavaScript, JQuery, BizTalk Server 2009, SQL Server 2008 R2

At Northbound LLC Sunnyvale California
company - iOS
description - SQL Server 2008R2, Android, iOS
company - Logistic Transport System, Ohio
description - USA
Environment: ASP.NET, C# 3.5, JavaScript, NUnit Test, Telerik Controls, SQL Server 2005, T-SQL, MOSS 2007, SSIS,
SSRS, BizTalk2006, Crystal Report, N-Hibernet, Dreamweaver
company - Northbound LLC
description - 
company - Biz Automation CRM
description - California, USA
Environment: ASP.NET 3.5, C#, SQL Server 2005, Android/iOS Development Platform, XML, XSLT, JavaScript, JQuery,
JSON, SharePoint Design, WCF, WWF, SharePoint 2007, Performance Point, SSRS
company - Wachovia, North Carolina USA
description - Environment: ASP.NET, C#, WCF, SQL Server 2005, Wweb Parts, JavaScript, AJAX

At Reliance ADA Group Mumbai
Title: 1) Complain Management System and 2) Company Information System
company - Domain- Manufacturing and Human Resource
description - Environment: ASP.NET, C#, Oracle 8i, PL/SQL, Crystal Report, SAP Connector, VPN
company - Reliance ADA Group
description - 
company - PF Trust System
description - Environment: VB.NET, XML, Oracle 9i, PL/SQL, Toad, Crystal Report 11

Sure Solution - Prasanna Group of Company IT Pune
company - Prasanna Group
description - 
company - Online Bus Booking Portal
description - Environment: ASP.NET, C#, SQL Server 2005, Wweb Services, Wweb Parts, MS Office SharePoint Design, AJAX and Java cript
At Info Dynamic Software System Pvt. Ltd. Pune

Title: Info-Banking / E Banking
Domain- Banking Period: Jan 2005 - Aug 2005
Environment: VB6, Oracle 8i, PL/SQL, Crystal Report, Java JSP/Servlet/Swing.

At PAN Software System Pvt. Ltd. Pune
Title: E-commerce Site for Online Sales and Purchase
company - Info Dynamic Software System Pvt. Ltd
description - 
company - ZD Doll Inc
description - Newcastle, UK
company - PAN Software System Pvt. Ltd
description - 
company - Online Procurement of Materials
description - 
company - Shipping Company
description - Tokyo Based, Japan
Environment: Java, JSP/Servlet, CSS, JavaScript, SQL Server 2000, T-SQL
Title: Studio Automation System
Domain- Multimedia Period: Jan 2004 - May 2004
Environment: VB 6, VC++, MS SQL Server, MS Data Report, Macromedia Flash, Fire works

At Solid State Technologists (I) Pvt. Ltd. Pune
company - National Dairy Development Board
description - Environment: C++, VB6, SQL2000, Lotus Notes, Crystal Report 8, MS Active Report 2.0
company - Solid State Technologists (I) Pvt. Ltd
description - 
company - Shell/Bharat Petroleum
description - Title: Computerized Fuel Density Measurement Automation System
Domain - Manufacturing and Automation Period: Dec 2002 - Mar 2003
Client: Shell/Bharat Petroleum
Environment: C++, VC ++, MATLAB, VB6, SQL Server 2000, Crystal Report

Title: CMCS
Domain - Finance and Accounting Period: June 2002 - Nov 2002
Environment: VB6, SQL Server 2000, Crystal Report

Title: Food Testing System
company - Solid State Technologists (I) Pvt. Ltd
description - Environment: VB .net, SQL Server 2000, Crystal Report

Title: Customer Care System
company - Himalaya Industries
description - Environment: ASP .Net, C#, SQL Server 2000, Crystal Report
company - MAPCO India Ltd and BERCO
description - Environment: VB6, Oracle, Active/ Data Report"
DevOps Engineer,"Core skills  Project / Program Management  Agile / Scrum Management  Risk /Client Management  Process Improvements  Proposals/RFE  Selenium  RALLY / IBM TD Platform  Python  DevOps / DevSecOps  SAFe - Agile Craft  Delivery / Test Management  Project / Program Finance  Profit Maximization  Internal / External Audits  Software Testing / Quality Assurance  Visual Basic 6.0  MS-SQL Server / Oracle 8/8i  Conformiq  HP QC / QTP  Crystal Report 8.5 Linguistic Skills English Hindi Marathi Tulu Education Details 
January 2013    Harvard
January 2004  Software Engineering  Aptech
January 2001 Bachelor of Commerce Commerce Mumbai, Maharashtra Mumbai University
Project Manager 

Project Manager - AT&T
Skill Details 
TESTING- Experience - 63 months
ORACLE- Experience - 6 months
SQL- Experience - 6 months
AUDITS- Experience - 6 months
CLIENT MANAGEMENT- Experience - 6 monthsCompany Details 
company - AT&T
description - Thunderbird program is a One-Stop-Test-Shop catering to AT&T's Enterprise-wide business critical applications. As part of this Fixed Price engagement various types of testing like System, Regression, Sanity and UAT support gets executed through Agile Methodologies on applications under Billing and Sales domain. The project has various critical applications as listed below with a team size of 80+ members.
Sales Express: An iPad & Browser based Mobile Sales application used by Sales Representatives & Service/Solution providers to sell Enterprise Products/Solutions
ESIGN: Allows customer to sign and AT&T to countersign digital version of contract document
AMPD: Enterprise billing application through which AT&T offers new and emerging billing products to the Business community
BEST: Business Solution application which performs consolidated billing and reporting for CRU Billing and Reporting Foundation Accounts
BIZCOMP: Comp Engine for business that supports the commission calculations for Enterprise Business and Small-Business sales force via Revenue and Unit based plans
FAST: Provides rate discounts to eligible Schools and Libraries
CXMT: Lets customers manage their Centrex line and feature arrangements of their services without going through the standard service-order procedure.

Key responsibilities
 Manage and lead all aspects of Transition / Pre-Transition comprising multiple vendors
 Transition Drill down sessions, Forward/Reverse Shadow phases and Reverse Presentation
 Transition Documentation & signoff of SMP & System Appreciation Document etc
 Measure & track testing metrics scorecard as part of Vendor Quality Index (VQI) initiative of AT&T
 Measure and track operating metrics like Onsite Subcon Index, Offshoring Index, Leakage Index, Utilization Index and Tail Index
 Manage, Track and Submit Project Monthly Financials & Invoicing
 Ensure 100% compliance to client / organization's quality and security processes, policies and SLAs
 Plan, manage and mitigate Risks
 Achieve Automation targets and SLAs using ConformiQ, Selenium & Oscar Tools
 Participate in proposal preparations to expand revenue and new business developments
 Manage & Track Work Allocation, Resourcing, Issue Resolution and Testing activities for the project
 Ensure Monthly Delivery / TL9K Metrics and CSL-KMs are submitted on time
 PMR, Internal Quality / Security Group, SQA, Quality Gates and external Ernst & Young / TL9K Audit
 Share weekly highlight reports, Project Health Report and regular Dashboard Reporting activities
 Prepare CSAT action plan for the team
 Prepare and implement Business Continuity Plan for the project
 Timely conduct of Business Continuity drills like Call Tree, Table Top and Project Rehearsal
 Comparative analysis, Root Cause Analysis and Defect Prevention exercises for ST, E2E and UAT
 Coordinate with Resource Management, Quality, Learning, Security, PMO and Business Unit
 Sub-Contractors and Rwebadged (Ex-AT&T) staff management
 Participate in external technical interview / hiring drives for new engagements
company - Esaya Software India Pvt Ltd
description - "
DevOps Engineer,"Total IT Experience 15 years. Core expertise in Data Base Design, PHP, Python, MySql, JavaScript, HTML 5, Ajax, Jquery, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Anjular JS 1, Angular JS 2, Core Java, J2EE. Education Details 
April 2004 MCM Computer Management Pune, Maharashtra Pune University
April 1998 B.Sc Maths  Kerala University
Project Manager 

Project Manager
Skill Details 
Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Jquery,  AngularJs, Amazon MWS , Bootstrap, Node.js, Laravel, Scrum- Experience - 120 monthsCompany Details 
company - Knoxed Infotech Pvt. Ltd.
description -  Client interaction
 Maintain work processes
 Creates project plans through Agile Model & Methodology
 Maintains project objectives
 Working with multi-profiled teams of technical and non technical stakeholders
 Monitors production and quality to customer/stakeholder/sponsor standards
 Conduct office management tasks
 Ensuring that the day-to-day operations of the business run smoothly
 Introducing key performance indicators (KPI's) and ensuring that these measurements are tracked
and reviewed on a regular basis
 Prepare, revise and submit weekly-monthly reports, budgets and other documentation as
necessary
 Document current policies and procedures in all departments as well as implement new procedures
for improvement
 Maintain smooth running of the office, filling in where needed
 Implement quality management and regulatory compliance strategies
 Dealing with HR related tasks
 Administering payroll
 Perform training sessions
 Regular meetings with Top Management
Project Undertaken : Internal ERP system For Knoxed Ltd, UK, With PHP, Mysql, Ajax, XML,
Amazon AWS, Raspberry pi Server, Python.
company - Venturus International
description -  Client interaction
 Creates project plans through Agile Model & Methodology
 Manage team's workload and workflow
 Allocate and track resources as required
 Set and monitor deadlines
 QC
 Maintain tasks and jobs on task management system
 Conduct research and development
 Create new systems, databases and wwebsites as necessary
Project Undertaken : Internal ERP system For Knoxed Ltd, UK, With PHP, Mysql, Ajax, XML,
Amazon AWS
company - SmashingDay
description -  Client interaction
 Creates project plans through Agile Model & Methodology
 Manage team's workload and workflow
 Allocate and track resources as required
 Set and monitor deadlines
 Project documentation
 Conduct and maintain appraisals and progress of each employee
 Adhere to deadlines as necessary
 Maintain work logs
 Conduct research and development
 Create new systems, databases and wwebsites as necessary
Project Undertaken :
a) www.SmashingDay.com
b) www.viralsocials.com
company - Xento Systems Pvt. Ltd
description -  Client interaction
 Creates project plans through Agile Model & Methodology
 Manage team's workload and workflow
 Allocate and track resources as required
 Set and monitor deadlines
 QC
 Maintain tasks and jobs on task management system
 Conduct research and development
 Create new systems, databases and wwebsites as necessary
Project Undertaken :
a) www.familylink.com
b) www.propertysolutions.com
c) www.speedyceus.com
d) www.ceus-nursing.com
company - STP Global Solutions Pvt. Ltd.
description -  Client interaction
 Creates project plans through Agile Model & Methodology
 Manage team's workload and workflow
 Allocate and track resources as required
 Set and monitor deadlines
 Conduct and maintain appraisals and progress of each employee
 QC
 Maintain tasks and jobs on task management system
 Conduct research and development
 Create new systems, databases and wwebsites as necessary
Project Undertaken :
a) www.stplafricaonline.com
b) www.stplafrica.com
c) www.1stexpert.com
d) www.jcca-net.org
e) www.rimsys.eu
f) www.prayerlister.org
company - Promark Infotech Pvt. Ltd
description -  Development & Design
 Create new systems, databases and wwebsites as necessary
Project Undertaken :
a) www.justbe.com/
b) www.mtpian.com/
c) www.sababa.nl/booking/
d) www.physicaltherapy-hiu.com
company - 7cees Group
description -  Development & Design
 Create new systems, databases and wwebsites as necessary
Project Undertaken :
a) Golwin-reality
b) Maza"
DevOps Engineer,"TECHNICAL SKILLS  HP ALM, RTC and JIRA  AS400 (iSeries) with SQL  Test Automation: X- Framework (In hours HSBC Framework), UFT and LISA  Test Data Automation - CATDM  Test Scheduling - Jenkins and Maven  Test Document Versioning - Confluence and SharePoint.Education Details 
January 2002 Bachelor of Engineering Computer Engineering Mumbai, MAHARASHTRA, IN Mumbai University
January 1999 Diploma Computer Technology Mumbai, MAHARASHTRA, IN Maharashtra State Board of Technical Education
Project Manager(Global Test Manager) 

Project Manager(Global Test Manager)
Skill Details 
AS400- Experience - 25 months
ISERIES- Experience - 25 months
MICROSOFT SHAREPOINT- Experience - 6 months
SCHEDULING- Experience - 6 months
SHAREPOINT- Experience - 6 monthsCompany Details 
company - CAREER TIMELINE
description - HSBC Software India Pvt. Ltd.Pune, India   Project Manager(Global Test Manager)
company - Disha Technologies
description - 
company - Total Solution (I) Pvt. Ltd
description - Key Deliverables Across The Tenure
As a Global Test Manager/Project Management:
 Acting as Global Test Manager, steering a team of 25+ resources across the globe
 Spearheading the testing teams in India, China, Malaysia and Poland
 Current role involves entire test delivery of large programs under banking domain which includes leading a team comprising of individuals (Client & Vendor) from functional (Regression, Integration) & shared services (Security, Performance, accessibility and Automation) groups
 Defining and devising the ""HSBC Core Banking"" IT Transformation strategies from solution to execution level.
 Experience in latest specialize testing methods - CBIL - API, Conversion, Cloud, Digital UI, Infrastructure, Exploratory and Accessibility Testing.
 Experienced in Planning the OAT and various non-functional like performance and volume testing of Core banking.
 Coordinating with the regional business and testing teams to map their testing approach
 Following with various teams to ensure end to end release is successful and a quality product is delivered to production.
 Steering the Global product testing, regional deployments testing and  extending support for UAT and live proving
 Technical lead to implement the in house ""Test Automation"" framework (X-framework) solution on AS400 (iSeries) system.
 Managing the implementation of Test automation to enable DevOps via tools Cucumber & Selenium (BDD), UFT and TOSCA for function testing
 Leading the CI/CD implementation by executing automated scripts from Jenkins
 Working on Test Data Management by using CA TDM and Internal HSBC Tool)
 Handling tasks pertaining to Resource forecasting, effort estimation and resource on boarding process
 Ensuring seamless communication with vendor partners to arrange for resource onboarding based on the forecasting
 Reviewing the project progress on a daily basis; implementing corrective measures to ensure the project is ontrack
 Overseeing people management tasks comprise monthly 1:1 with leads, reviews
 Providing conflict resolution when required"


DevOps Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute
January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University
Cloud Operations Architect (DevOps) 

Cloud Operations Architect (DevOps) - DevOps
Skill Details 
Cloud Computing- Experience - 48 months
Shell Scripting- Experience - 96 months
Python- Experience - 6 months
Automation- Experience - 72 months
Solution Architect- Experience - Less than 1 year months
Azure- Experience - Less than 1 year months
AWS- Experience - Less than 1 year monthsCompany Details 
company - DevOps
description - Type: DevOps Engineer.
Platform: AWS Cloud, Azure Cloud.
Services: AWS EC2, RDS, CloudFormation Template, Lambda, Dynamo DB,		Cloud Watch, Auto-scaling, Elastic Bean stalk, Appdynamics.

Here I manage Tibco Spotfire enterprise & Cloud Product support. Being the only Ops member in India I got a chance to recruit & build entire team of 15 members. I also worked on 4 different Projects / products simultaneously and added the hired members into these products.

My responsibilities in this project include:
1. Managing Tibco Spotfire Enterprise & Cloud environment.
2. Helping India QA team with the pre-production environment for testing.
3. Coordinating production deployment & hot-fixes.
4. Leading the team and handling 4-projects.
5. Arranging workshops over new AWS services for entire Team.

Shell scripts for Automation:

 Wrote shell script to extract the AWS running instances and shut it down.
 Wrote shell script to extract free EIP and release those.
 Wrote Lambda function to trigger important scripts.
company - Synechron Technologies Limited
description - Type: Administration, automation & Monitoring.
Platform: Linux/Unix, Linux-Xen Servers,
Software: Puppet, Redhat Satellite server, my-sql database shell scripting.

My responsibilities in this project included:
1. Managing linux media servers farms and provide application support.
2. Patching Linux physical and xen boxes.
3. Creating Satellite channels on Satellite server.
4. Automation via shell scripting and mysql DB support.
5. Troubleshooting the customized applications.
company - Tsys Limited
description - Type: Development, automation & Monitoring.
Platform: Linux/Unix, windows
Software: mysql database, shell scripting.

Here my responsibility was to provide access to the users on RHDS, Cvs and dot project servers.
It also included providing access to users on dev/prod VDI servers. Handling mysql database and shell scripting to automate the tasks.

My responsibilities in this project included:
1. Requirements and Analysis: Understanding the requirements of the project and planning the environment and the access required.
2. Implementing mysql replication over linux servers.
3. Fine tuning the existing applications.
4. Testing & dwebugging the scripts for any errors.
company - Patni Computer Systems Limited
description - Project: CPI
Type: Development, automation & Monitoring.
Platform: P8 Filenet, Linux/Unix, IBM AIX
Software: Sound knowledge of HTML, shell scripting.
Client: Genworth Financial
Duration: 2 yrs 2 months.
Role: Senior System Engineer

CPI is a Maintenance Project that caters to maintenance/enhancements of different applications, which are a part of Genworth Imaging Solutions. It has different applications that process the scanned Insurance documents sent from different Providers and stores the information in Oracle Database and images in P8 Filenet. It has multiple applications to generate reports to be sent to providers.

Administration Support:
 Providing support to the L1 engineers.
 Monitoring P8 Filenet application.
 Handling Tickets raised by the users.
 Administration of the 10 Linux Proxy servers and mysql servers.
 Implementing mysql replication.
 Checking the logs of the sites visited by the users and the data downloaded.

Mysql / Oracle / SQL Support:
 Preparing SQL queries for the client users.
 Handling Oracle database.
 Testing insert, select, update queries over servers and deploying over production.
 Handling the bugs raised by the users.
 Implementing mysql replication over linux servers.
 Taking database backup through mysql dump.

Application Support:
 To make sure that the customer applications like eProcess, Trexo are working fine.
 To make sure all the customized filenet instances are working fine.
 Writing scripts to automate few of the applications.

Shell scripts for Automation:
 Wrote shell script to delete the logs older than five days which was successfully deployed over Production servers."

DevOps Engineer,"Software Proficiency:  Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate.  Software Tools: Xillinx, Modelsim, Matlab, Multisim.  Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details 
May 2016 B.E. Savitribai Phule Pune, Maharashtra Pune University
March 2010 S.S.C   Maharashtra Board
DevOps Engineer 


Skill Details 
C- Experience - 6 months
C++- Experience - 6 months
Sql- Experience - 6 months
Pl/Sql- Experience - 6 months
Core Java- Experience - 6 months
Javascript- Experience - Less than 1 year months
HTML- Experience - Less than 1 year months
CSS- Experience - Less than 1 year months
Jquery- Experience - Less than 1 year months
JavaEE- Experience - Less than 1 year months
Mysql- Experience - Less than 1 year months
Python- Experience - 6 monthsCompany Details 
company - Parkar Consulting and Labs
description - I'm working on the DevOps team in Parkar Consulting and Labs. I have hands on the AWS as well as Python"

